,index,critic_loss,avg_len,avg_obj,avg_side_effects,dones,run,lambda,time_step
333,33,tensor(0.8692),68.21,6.0,0.58,100,0.0,1.5,34
334,34,tensor(1.0583),72.69,5.98,0.79,99,0.0,1.5,35
335,35,tensor(1.0296),75.61,5.98,0.73,98,0.0,1.5,36
336,36,tensor(1.1187),76.99,5.99,0.85,99,0.0,1.5,37
337,37,tensor(0.8431),89.71,5.94,0.79,95,0.0,1.5,38
338,38,tensor(0.8992),82.11,5.98,0.9,99,0.0,1.5,39
339,39,tensor(0.9329),80.42,5.94,0.72,97,0.0,1.5,40
340,40,tensor(1.1001),72.26,5.98,0.43,99,0.0,1.5,41
341,41,tensor(1.0180),72.83,6.0,0.42,100,0.0,1.5,42
342,42,tensor(1.1308),88.82,5.95,0.62,96,0.0,1.5,43
343,43,tensor(0.9590),79.43,6.0,0.33,100,0.0,1.5,44
344,44,tensor(0.8083),88.18,5.97,0.47,97,0.0,1.5,45
345,45,tensor(1.1061),85.27,5.98,0.55,98,0.0,1.5,46
346,46,tensor(1.0074),83.98,5.99,0.41,99,0.0,1.5,47
347,47,tensor(0.9300),80.93,5.95,0.44,98,0.0,1.5,48
348,48,tensor(0.9042),79.21,6.0,0.43,100,0.0,1.5,49
349,49,tensor(1.0831),78.05,5.98,0.62,98,0.0,1.5,50
350,50,tensor(1.0322),83.09,5.91,0.53,96,0.0,1.5,51
351,51,tensor(0.9244),85.73,5.97,0.5,97,0.0,1.5,52
352,52,tensor(0.9572),80.95,5.98,0.55,99,0.0,1.5,53
353,53,tensor(1.1544),84.45,5.93,0.47,95,0.0,1.5,54
354,54,tensor(0.9473),87.62,5.95,0.41,95,0.0,1.5,55
355,55,tensor(0.8957),96.24,5.87,0.43,89,0.0,1.5,56
356,56,tensor(0.7839),94.22,5.92,0.54,94,0.0,1.5,57
357,57,tensor(0.9529),100.53,5.89,0.45,91,0.0,1.5,58
358,58,tensor(0.7814),94.61,5.93,0.63,94,0.0,1.5,59
359,59,tensor(0.9109),90.18,5.91,0.63,94,0.0,1.5,60
360,60,tensor(0.8630),99.72,5.88,0.61,90,0.0,1.5,61
361,61,tensor(0.9755),92.31,5.93,0.67,95,0.0,1.5,62
362,62,tensor(0.9026),96.56,5.85,0.83,91,0.0,1.5,63
363,63,tensor(1.1648),85.37,5.95,0.46,96,0.0,1.5,64
364,64,tensor(0.9335),89.18,5.95,0.47,97,0.0,1.5,65
365,65,tensor(1.2135),82.51,5.96,0.45,96,0.0,1.5,66
366,66,tensor(1.0218),90.54,5.94,0.54,97,0.0,1.5,67
367,67,tensor(0.9599),102.48,5.91,0.59,92,0.0,1.5,68
368,68,tensor(0.8176),94.13,5.95,0.62,95,0.0,1.5,69
369,69,tensor(0.7328),102.66,5.83,0.71,87,0.0,1.5,70
370,70,tensor(0.9229),93.1,5.9,0.65,93,0.0,1.5,71
